
#################################################################################################################
### Slave sits on chair and wants to trade but Master leaves room after and cancels slave action ###
#################################################################################################################

0000:0000 	|	cafe:cafe 	|	0011:0011 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	
961e:961e 	|	cafe:cafe 	|	0011:0011 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	
961e:961e 	|	cafe:cafe 	|	0011:0011 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	
961e:961e 	|	cafe:cafe 	|	0011:0011 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	
961e:961e 	|	cafe:cafe 	|	0011:0011 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	
961e:961e 	|	cafe:cafe 	|	0011:0011 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	
961e:961e 	|	cafe:cafe 	|	0011:0011 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	
961e:961e 	|	cafe:cafe 	|	0011:0011 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	
961e:961e 	|	cafe:cafe 	|	0011:0011 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	
961e:961e 	|	cafe:cafe 	|	0011:0011 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	
961e:961e 	|	cafe:cafe 	|	0011:0011 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	
961e:961e 	|	cafe:cafe 	|	0011:0011 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	
961e:961e 	|	cafe:cafe 	|	0011:0011 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	
961e:961e 	|	cafe:cafe 	|	0011:0011 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	
961e:961e 	|	cafe:cafe 	|	0011:0011 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	
961e:961e 	|	cafe:cafe 	|	0011:0011 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	
961e:961e 	|	cafe:cafe 	|	0011:0011 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	
961e:961e 	|	cafe:cafe 	|	0011:0011 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	
961e:961e 	|	cafe:cafe 	|	0011:0011 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	
961e:961e 	|	cafe:cafe 	|	0011:0011 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	
961e:961e 	|	cafe:cafe 	|	0011:0011 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	
961e:961e 	|	cafe:cafe 	|	0011:0011 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	
961e:961e 	|	cafe:cafe 	|	0011:0011 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	
961e:961e 	|	cafe:cafe 	|	0011:0011 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	
961e:961e 	|	cafe:cafe 	|	0011:0011 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	
961e:961e 	|	cafe:cafe 	|	0011:0011 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	
961e:961e 	|	cafe:cafe 	|	0011:0011 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	
961e:961e 	|	cafe:cafe 	|	0011:0011 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	
961e:961e 	|	cafe:cafe 	|	0011:0011 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	
961e:961e 	|	cafe:cafe 	|	0011:0011 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	0000:0000 	
